key,en,source_sha256,it
1291729723,Windkiss Vine,c638b709680a85f3b15bb124583f4a0e655d2945ef29b461295ef517bb2fc65c,Vite Baciata dal Vento
1292493659,Damage Amp Level 3,5f463c1d0c51348276e0cd0da8dc2c1342f57a441327a22a0758d93a04c95a95,Amplificazione Danno Livello 3
1292851687,"This egg pulses with immense life energy, its shell shimmering with flowing light. It is guaranteed to hatch into either an <style=Hint_BgL>Umbral Aniimo</style> or a <style=Hint_BgL>Prismana Form Aniimo</style>, and using a Sparkling Cube on it may grant the <style=Hint_BgL>Shadow Sparkling</style> mutation.",dc0cc48923c7f2f70969f0404805571d5dcd8897c54543e8c1c3ad205c4cd9d9,Questo uovo pulsa di un'immensa energia vitale e la sua superficie è percorsa da riflessi luminosi. Alla schiusa darà sicuramente vita a un <style=Hint_BgL>Aniimo Umbrale</style> o a un <style=Hint_BgL>Aniimo in Forma Prismana</style>; usare un Cubo Scintillante su di esso potrebbe conferirgli la mutazione <style=Hint_BgL>Scintillio d'Ombra</style>.
1292921359,Nightbloom Owl Wings,0d744f2db3ab9bde1b650502e1f0625e9e88cfb74e72c39b4f9715eea13b80dc,Ala di Gufo del Bagliore Notturno
1296781559,"Splish, splash—see the Susuta dive right into the waves.",0c592b8ece6b94825eed9916851cb986d6b180ae30adb971e43df95614a85ab2,"Splish, splash—guarda il Susuta tuffarsi in mezzo alle onde."
1297105769,Unstuck Teleport will occur after 【%s】,eca8a4825265f24188d09bbbcc351dab2ff4f28a47ae1f9804a54bfd84c8a715,"Il teletrasporto di sblocco avverrà dopo 【%s】,"
1300203300,Illusory Intermediate Blink Chip,bc3ecce02d8d145b6db6d9a24b90c6667e8b25a771776b1fad4d24566bc4b938,Fantasma · Chip Scatto Intermedio
1301213923,Use Nurture through the Branch,e24436e290bee85e7974980a607f08f83bd375f83e66fb766b92fcaf3197ece6,Usa Vitalizza tramite il Ramo
1302886545,Gifting to a friend grants 30 bonus Affinity.,e7579433db3f762bade02aa6c06b6d16a18e5ea6398639dfb757e409e9a25011,Inviarlo a un amico conferisce anche 30 punti Affinità.
1303091445,Darknight Star,2fbdfff7afce5355f8837f96a59f20c0d0b8ed2173b149871705aa5fe43de8f8,Stella Notteoscura
1303238928,Sunshine Susuta - Right,2353244dda750ada2d0025d5c136d2b95853d9c88ce0dc70c5aa07ad4f93c3c9,Lontra al Sole - Destra
1303960257,"When a Legendary Aniimo appears, Vein energy surges, forming a strange pocket of space. Within the rift, streams of Vein energy weave together into a chaotic, mysterious space.",32c56520b71d603f7411c2658dfb92c7198682ff704f05a53fd30534888066eb,"Quando appare un Aniimo Leggendario, l'energia della Vena erompe, aprendo strane fenditure. All'interno, flussi di energia della Vena si intrecciano in uno spazio caotico e misterioso."
1304529355,Can be played on the record player in your Homeland. Give the tune a listen.,72b19f7820ee39e67f225ca76bee6349205bedb7e7d445b775de29b0029c3a05,Si può ascoltare con il giradischi della Base. Lasciati trasportare dalla melodia.
1305328796,Cloudsoft Slumber,64c82d622fbfc911486a32617db88c6a5f3b329900449f7912a490b10146c464,Sonno tra le Nuvole
1306475282,Sunshine Susuta - Left,d462fae3f788eccd76b4bd34a6fee741d32d62b2d341cda51352b3d9a3ffb0bb,Lontra al Sole - Sinistra
1307325641,"Team members deal <customRichText(calcData,buff,4006011,param0,3,%d)>% more damage, with an additional <customRichText(calcData,buff,4006011,param1,3,%d)>% increase against elements they counter.",013548f7fb2b999a9fe61a35d0d66ef93a93fccc939bb6d382d05aa0f388128d,"I danni inflitti dai membri della squadra aumentano del <customRichText(calcData,buff,4006011,param0,3,%d)>% e di un ulteriore <customRichText(calcData,buff,4006011,param1,3,%d)>% in caso di vantaggio elementale."
1308751485,Sunset Susuta - Left,b8cd8f74dc0ad90329d2c1383e33e9b067ea0369deca6acb9c4d3fa80bb7aaad,Lontra al Tramonto - Sinistra
1309859113,"Grass green as jade, and the Susuta paws brushing through the emerald blades.",7e6eb871afacecd23c2fe589c51a6f27ca5c2479fbb39935892919ceef6afee6,"Un manto d'erba rigogliosa ricopre la terra, che le zampette delle lontre dipingono di verde."
1309886784,Take part in the Legendary Journey event.,f1aad64eaee09ed1c66a05184471c8dbc1334356506cd7f5fd187014ac5279d0,Partecipa all'evento Viaggio Leggendario.
1310422368,Alpha on the left route,7573f0d3cf1dc06e86c8da625976b26349398cd5d8dbf79229c3ad00a063a831,Alpha del Percorso Sinistro
1310541226,"When the Alpha takes Ice damage, it gains a small amount of Ice Debuff. Each stack of Ice Debuff increases the Alpha’s BREAK Speed taken and BREAK state damage taken by <customRichText(calcData,buff,4004130,param1,1,%.1f)>% each. All Ice Debuff is removed once the BREAK state ends.",44c4c911279868e3ed82b96fe7a4962bb15699af2e9300856b41b91005692374,"Quando l'Alpha subisce danni da Ghiaccio, ottiene una piccola quantità di Malus Elementale Ghiaccio. Ogni accumulo di Malus Elementale Ghiaccio aumenta la Velocità BREAK subita dall'Alpha e i danni subiti nello stato BREAK del <customRichText(calcData,buff,4004130,param1,1,%.1f)>% ciascuno. Tutti gli accumuli di Malus Elementale Ghiaccio vengono rimossi al termine dello stato BREAK."
1310822890,"Wherever home is, that’s where happiness can be found.",6146e2a28cfb4cd7f254495bbd78471d1594fe65ed5dce1acdc7cb468b1fb340,"Ovunque sia la Base, lì si trova la felicità."
1311602900,"So, Irisalis chose to slumber within the Vein, using her own roots to nurture and help it recover.
Every ten years, when the Vein energy falls to its lowest ebb and color once again nears exhaustion, she awakens.
When that time comes, she offers color to the land once more, replenishing the Energy lost from the Vein.
Afterward, she is drained again and falls back into slumber...",cd468ed9c88bc3bc6d8494a18f1adc44db8ea8bc5f317bfebea978fe48495628,"Così Irisalis scelse di addormentarsi all'interno della Vena e usare le proprie radici per risanarne lentamente i danni.
Ogni dieci anni, quando l'energia della Vena tocca il minimo e il colore sta di nuovo per esaurirsi, lei si risveglia.
Quando arriva quel momento, dona ancora una volta il colore alla terra, reintegrando l'Energia perduta dalla Vena.
Poi le sue forze si esauriscono di nuovo e lei torna a dormire..."
1312389636,Illusory Intermediate Boost Chip,5ac31ab82e91f236fa304890e4c8fa54ab2467e03eab71ef15ec864b682ae8ac,Fantasma · Chip Accelerazione Intermedio
1312810660,DMG Reduction Level 4,8212f478bcc6878cdd8bf5b605afaad3bfae7feb3598f9b223d82fe4dcc84b8c,Riduzione DAN Livello 4
1313487079,Obtained by purchasing the Monthly Pass in the shop.,7c1d163564c12550fca8e9781f3a04b7fab8c21164a6ff7593cb6d9a56edb337,Si ottiene acquistando il Pass Mensile nel Negozio.
1314398001,"A faintly-scented request letter, waiting for a traveler to take it up and bring back that blooming Irisalis Flower for you.",6351a506835066e3d73767d44a582109a3d6cd79f37cbd9a6af80b59a5b30a3e,Una lettera d'incarico che emana una lieve fragranza attende un viaggiatore che accetti la richiesta e recuperi per te quel Fiore d'Iris Prismatico in piena fioritura.
1315128488,"Flowers draw the butterflies in, and the butterflies circle the fragrant grove, lingering together above the blossoms.",c72546bada115f0ec1c0d11a592339c9dd1d0c7aebbf2f02e6b1c42dac3962cd,"I fiori attirano le farfalle, e le farfalle volteggiano attorno al boschetto fragrante, indugiando insieme sopra i boccioli."
1315886863,Can be used in <style=Hint_BgL>Outpost Hatchinator</style> and <style=Hint_BgL>Home Hatchinator</style>. Residual Prismana Energy from hatching will also condense into <style=Hint_BgL>4 Prismana Shell Shards</style>.,c08e749755340a72dec22c1620ee5179e5ea3132f81f9381d245502bbda12b5a,Può essere usato nell'<style=Hint_BgL>Hatchinator dell'Avamposto</style> e nell'<style=Hint_BgL>Hatchinator della Base</style>. L'energia Prismana residua della schiusa si condenserà anche in <style=Hint_BgL>4 Frammenti Guscio Prismana</style>.
1319210339,Sunset Susuta - Right,586b180f8aa2868b4dfb5419227d3110d1111abedef7e33d5273acee1ab090ad,Lontra al Tramonto - Destra
1319975599,Sunset Susuta - Right,586b180f8aa2868b4dfb5419227d3110d1111abedef7e33d5273acee1ab090ad,Lontra al Tramonto - Destra
1320240521,Available Items,e6c38d66a78ddea9fe1c574fcae93be695bd9d893b0fd7d8cb61252391f152ef,Oggetti Disponibili
1327651985,Left Route Points Leaderboard,c20e820fd90ec30e3a13531fc7100617d1738bdd97cf2745fa916ed8dbeca15b,Classifica Punti del Percorso Sinistro
1327899613,"Wherever home is, that’s where happiness can be found.",6146e2a28cfb4cd7f254495bbd78471d1594fe65ed5dce1acdc7cb468b1fb340,"Ovunque sia la Base, lì si trova la felicità."
1329416481,"When the Alpha takes Water damage, it gains a small amount of Water Debuff. When the Alpha has more than <customRichText(calcData,buff,4004110,param0,1)> stacks of Water Debuff, <customRichText(calcData,buff,4004110,param0,1)> stacks are consumed to enter the Water Pressure Imbalance state for <customRichText(calcData,buff,4004110,param1,1)>s. In this state, triggers 1 instance of Water-type damage equal to <customRichText(calcData,buff,4004111,param0,1,%d)>% of current ATK each time damage is taken. Minimum trigger interval: 5s.",6b712dc967d26ba55f9953076891e428572d1d970d0c4655ee8ae7b9b94e9d70,"Quando l'Alpha subisce danni da Acqua, ottiene una piccola quantità di Malus Elementale Acqua. Quando gli accumuli di Malus Elementale Acqua sull'Alpha superano <customRichText(calcData,buff,4004110,param0,1)>, ne consuma <customRichText(calcData,buff,4004110,param0,1)> ed entra nello stato “Squilibrio della Pressione dell'Acqua” per <customRichText(calcData,buff,4004110,param1,1)>s. In questo stato, ogni volta che subisce danni, innesca 1 effetto che infligge danni di tipo Acqua pari al <customRichText(calcData,buff,4004111,param0,1,%d)>% dell'ATT attuale. Intervallo minimo di attivazione: 5 secondi."
1330336348,"Dealing skill damage to an Alpha in the BREAK state builds a combo count. When BREAK ends, triggers one instance of bonus damage equal to combo count x <customRichText(calcData,buff,4004161,param0,1,%d)>% of your active Aniimo’s ATK.",19d7e14c42b08faadee8151e98a3d677faa930aa4a8cbf05ba6cc6064f45cd9a,"Infliggere danni da abilità a un Alpha in stato BREAK accumula un contatore combo. Quando BREAK termina, infligge un'istanza di danni bonus pari al contatore combo x il <customRichText(calcData,buff,4004161,param0,1,%d)>% dell'ATT dell'Aniimo attivo."
1335070364,Feature not yet available.,914d0b70bd096529aab0da2699a063eca67af37db4784f86afe2e6f39ff3baa8,Funzione non ancora disponibile.
1336101667,Promotion: Meaning of Exploration,a1e095b849d3c3e785cd8c6bf9dfcbbd63b92054e32bfa3bbd3e0010991b964d,Promozione: Il Significato dell'Esplorazione
1337149535,Unranked,88b0e9820ff3e52a836190533554b503b07e03273a1120bec75a2c4ccb1913be,Fuori Classifica
1341908793,Illusory Attack Amplifier - Tactics,121ae97063ef877bd26ad0434a7d502ad69954ff23541ab216c5c5c1022cd06e,Fantasma · Amplificatore ATT - Tattica
1342897919,Exclusive Scene,684aacd0c26953a39f2c2b49b68cb171c563f6756ae21e0eb8ca0320a1ac2ac4,Scenario Esclusivo
1344286020,"<style=Hint_BgL>Temporary item. Usable only in this game. Cannot be taken out during extraction.</style>
An Attack Amplifier chip with the Blink skill. Avoid using it while facing a wall.",159113d16691570be548de4ed72eaab30bb83e87f4d8593d8f13e5627e592a37,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso. Non può essere portato fuori dalla partita.</style>
Un chip per Amplificatore d'Attacco dotato dell'abilità Scatto. Attenzione a non usarla di fronte a un muro."
1344296859,Tousled waves whip in the howling wind.,a4c2bebf74b0e20af83c8d11e63abec32bfa7c82db2557cc17845251733e5d24,"Capelli ondulati e scompigliati, sferzati dal vento impetuoso."
1346151543,Illusory Basic Lighting Chip,906d0ceb4bb938b19b084fc3e4b3d640408002ac03a8566c39de1246ee1eb37d,Chip Illuminazione Base Illusorio
1346973949,"1. During the event, you can get Sparks through the following ways:
· Complete the Fire Companion Codex quest.
· Take part in the Continuing Sparks mode.
· Check in at the Co-Raise Sprite ""Sparkelf"" statue in Horizon Square (only once per day).
2. Continuing Sparks Mode Details:
· Each day, interact with friends to light up Sparks. Interactions include:
※ Chat: Send messages to each other.
※ Party Up: Form a team.
※ Gift: Send gifts to each other.
※ Aniimo Exchange: Exchange Aniimo.
※ Visit Home: Visit each other.
· After you light up a Spark, a Spark icon will appear next to your friend’s nickname. The number next to it shows how many days you and that friend have interacted during the event. Once you hit 5 days or more, the Spark icon will also level up.
· The Spark icon will gray out after the daily server refresh at 04:00. Interact with your friends to light it up again.
3. Event Rewards:
· When your personal total number of Sparks reaches the required amount, you can claim personal progress rewards.
· When the server-wide total number of Sparks reaches the required amount, all players can claim server-wide progress rewards.
· Special Notes:
※ The Co-Raise Sprite ""Sparkelf"" with the \<style=Hint\_BgL>Sparkling Mutation\</style> (including the Basic Form and Prismana Form) has a sparkling outline effect, but no partial recolor effect.
※ The Co-Raise Sprite ""Sparkelf"" (Prismana Form) will be unavailable after the event ends. Please stay tuned for future official announcements.",c0c857bf8abb7cf32f9fe70dcb3511a6bf496a7938015274c9998e3ac1c72407,"1. Durante l'evento, puoi ottenere Scintille nei seguenti modi:
· Completa la missione del Codice del Compagno di Fuoco.
· Partecipa alla modalità Scintille Continue.
· Registrati presso la statua del Folletto di Fuoco ""Sparkelf"" in Horizon Square (solo una volta al giorno).
2. Dettagli della modalità Scintille Continue:
· Ogni giorno, interagisci con gli amici per accendere Scintille. Le interazioni includono:
※ Chat: scambiarsi messaggi.
※ Gruppo: formare una squadra.
※ Dono: scambiarsi doni.
※ Scambio Aniimo: scambiarsi Aniimo.
※ Visita alla Base: farsi visita a vicenda.
· Dopo aver acceso una Scintilla, un'icona Scintilla apparirà accanto al soprannome del tuo amico. Il numero accanto mostra per quanti giorni tu e quell'amico avete interagito durante l'evento. Raggiunti 5 giorni o più, anche l'icona Scintilla salirà di livello.
· L'icona Scintilla diventerà grigia dopo l'aggiornamento giornaliero del server alle 04:00. Interagisci con i tuoi amici per accenderla di nuovo.
3. Ricompense dell'evento:
· Quando il tuo totale personale di Scintille raggiunge la quantità richiesta, puoi riscattare le ricompense di progresso personale.
· Quando il totale di Scintille di tutto il server raggiunge la quantità richiesta, tutti i giocatori possono riscattare le ricompense di progresso del server.
· Note Speciali:
※ Il Folletto di Fuoco ""Sparkelf"" con la \<style=Hint\_BgL>Mutazione Scintillante\</style> (incluse la Forma Base e la Forma Prismana) ha un effetto di contorno scintillante, ma nessun effetto di ricolorazione parziale.
※ Il Folletto di Fuoco ""Sparkelf"" (Forma Prismana) non sarà più disponibile al termine dell'evento. Resta sintonizzato per futuri annunci ufficiali."
1349488811,Load +4,64e503b548245e4f92ff888dd18e5b76b0811b53e1c3a7d6069accba30d9b72f,Carico +4
1349528611,"1. What is Polaris Club?
Polaris Club is Aniimo's Pathfinder service platform. Here, you can check game news, Events, and guides, look up Aniimo info, participate in reward Events, earn points (Polaris Points), and redeem rewards.
2. What are Polaris Points used for?
Polaris Points can be used to redeem items in the points Shop.",cf331bccd23e565afd5a573d578cf0db56e55f2e3885ef80e0f8c6d14853aa32,"1. Che cos'è il Club Polaris?
Il Club Polaris è la piattaforma di servizi per Esploratori di Aniimo. Qui puoi consultare notizie sul gioco, Eventi e guide, cercare informazioni sugli Aniimo, partecipare agli Eventi con ricompense, ottenere punti (Punti Polaris) e riscattare premi.
2. A cosa servono i Punti Polaris?
I Punti Polaris possono essere usati per riscattare oggetti nel Negozio dei punti."
1352138958,"Splish, splash—see the Susuta dive right into the waves.",0c592b8ece6b94825eed9916851cb986d6b180ae30adb971e43df95614a85ab2,"Splish, splash—guarda il Susuta tuffarsi in mezzo alle onde."
1363336712,Blink to a point 10 meters ahead of you. Cannot pass through walls. Cooldown: 100s.,800ef685ab4cb3f2d862c1be2ed52776b76ecd2c56f99026b4cd0e773a125958,Ti teletrasporti 10 metri più avanti. Non puoi attraversare i muri. Tempo di recupero: 100 secondi.
1364335750,"Team members deal <customRichText(calcData,buff,4006011,param0,6,%d)>% more damage, with an additional <customRichText(calcData,buff,4006011,param1,6,%d)>% increase against elements they counter.",f646d230f38b86b36f7e89e9795f089939b83c0923940448496f654122689e5c,"I danni inflitti dai membri della squadra aumentano del <customRichText(calcData,buff,4006011,param0,6,%d)>% e di un ulteriore <customRichText(calcData,buff,4006011,param1,6,%d)>% in caso di vantaggio elementale."
1364983571,"Special honor points granted by Polaris Institute, marking every step of a Pathfinder’s growth and breakthroughs during the season.",d79f0f03361f7ff2ebb4269630932da3654712e9c5ff5739c7e1c12aff62324f,"Punti onore speciali assegnati dal Polaris Institute, a testimonianza dei progressi e dei traguardi di un Esploratore durante la stagione."
1366314665,The maximum number of seasonal Stamps obtainable from this week's Home Orders has been reached.,a93ebe20168207c91571530db3d428f60630a03ef86a2a6ec98220ba836d3e33,Hai raggiunto il numero massimo di Timbri Stagionali ottenibili dagli Ordini della Base di questa settimana.
1367811130,Illusory Intermediate Blink Chip,bc3ecce02d8d145b6db6d9a24b90c6667e8b25a771776b1fad4d24566bc4b938,Fantasma · Chip Scatto Intermedio
1367898456,"An egg containing extremely rare Prismana energy. Its shell shimmers with flowing light, and its life signs are exceptionally strong. It is guaranteed to hatch into a <style=Hint_BgL>Prismana Form</style> Aniimo, and using a Sparkling Cube on it may grant the <style=Hint_BgL>Shadow Sparkling</style> mutation.",87066f80bfc3629ebb19815d66c186ecc30a6170f72b0f190fd9bad4bfa40f74,Un uovo che racchiude rarissima energia Prismana. Una luce cangiante ne percorre il guscio e i suoi segnali vitali sono eccezionalmente intensi. Da questo uovo nascerà sicuramente un Aniimo in <style=Hint_BgL>Forma Prismana</style>; usare un Cubo Scintillante su di esso potrebbe conferirgli la mutazione <style=Hint_BgL>Scintillio d'Ombra</style>.
1368719086,Illusory Attack Amplifier,9d76b40f05f3cb8b8c20ad09ad77a056d5ad1699fec6fbc3102c82def03a543e,Fantasma · Amplificatore ATT
1368745646,Illusory Basic Heal Chip,363ad13d322f6acadd0876759aaffd9880923dc1996b67b4cf4fcecff68b11a0,Fantasma · Chip Cura Base
1371235383,"Put it on, and you can be a One-Punch Prawn too!",0209f439f029cc63168f349a936b743e98531905bb0e076e2e4761b6a6ce33e9,Indossalo e anche tu potrai diventare un Super Gambero che stende tutti con un pugno!
1375439281,"Team members take <customRichText(calcData,buff,4006021,param0,4,%d)>% less damage, with an additional <customRichText(calcData,buff,4006021,param1,4,%d)>% reduction against elements they counter.",0c473779d05fb5890f755a898ac532ac3f50efef70a4ec74ef735d4f6d984469,"I danni subiti dai membri della squadra si riducono del <customRichText(calcData,buff,4006021,param0,4,%d)>%. Se subiscono danni da un elemento contrastato dal proprio, questi si riducono di un ulteriore <customRichText(calcData,buff,4006021,param1,4,%d)>%."
1378227929,"<style=Hint_BgL>Temporary item. Usable only in this game. Cannot be taken out during extraction.</style>
An Attack Amplifier chip with the illumination skill. Increases visibility in Lost Sanctums.",709095263573692547b8ca711e8bd1dee6a0dbb2eb8d8f65148771784a41ff42,"<style=Hint_BgL>Oggetto temporaneo utilizzabile solo nella partita in corso. Non può essere portato fuori dalla partita.</style>
Un chip per Amplificatore d'Attacco dotato di un'abilità di illuminazione, che amplia il campo visivo nel Santuario Perduto."
1378291674,Tousled waves whip in the howling wind.,a4c2bebf74b0e20af83c8d11e63abec32bfa7c82db2557cc17845251733e5d24,"Capelli ondulati e scompigliati, sferzati dal vento impetuoso."
1378559679,Quarterly,d89999a0a808113968d0eb17a7ca991517756bf51e71f1627fffc2c3660a5a79,Trimestrale
1379459828,Active Aniimo,cc5b42de068fb4022d3bf4570c87c014864c586ac4398714d1ec7a79ad5bf919,Aniimo Attivo
1380354187,Illusory Attack Amplifier - Might,b332b22f5adeb3e82425058e57ec24609e2dc08f7b6d1ced01d87cec0c83d02d,Fantasma · Amplificatore ATT - Potere
1381232430,Splashy Susuta - Right,3270e63947fe40f1747337574e8f70553f9a5824b4866c730846a663091554ad,Lontra Schizzante - Destra
1381783946,Legendary Journey event.,80cfe0ad095501fd606c54b5e6b34ce7412cc839bd2ca5cc6bb5cdd65a383da8,Evento Viaggio Leggendario.
1381982566,Illusory Protective Unit - Endurance,8ecdfbccd546a10aae08fd7230f79723f37e91068ff27a4e72def3a90d19e6ba,Fantasma · Unità Difensiva - Resistenza
1383955684,Wearing this set increases Aniimo Affinity.,5bbc22669a7fe88633bb930448abbbf228a1488051b44da5d4ccd88d563d6b94,Equipaggia un set per aumentare l'Affinità con gli Aniimo.
1385647580,Points earned during the Dreamchaser event,a75704739466ebb305951e6b1f5ac35f36900621b15ad776186b004a3bd587fc,Punti ottenuti durante l'evento Dreamchaser
1386842264,"Explore the ruins of the Lost Isles to find the entrance to the Lost Sanctum. Venture deep into the labyrinth in search of rare Eggs, then escape with them and evacuate by boat. <style=Hint_BgD>Eggs submitted during the run are shared with the entire team, and a successful extraction will earn you the Eggs</style>!
·   Warning: If you Faint, you will lose everything in your backpack along with what you’ve equipped!
·   Deployed Aniimo’s attributes are slightly tuned!
·   The quantity and quality of Eggs and supplies obtained are increased!",02d949ee2a480e0466c2784c50998fa16b1f130d8f40d55414f9392049a3bbb3,"Esplora le rovine delle Lost Isles per trovare l'ingresso del Santuario Perduto. Addentrati nel labirinto alla ricerca di Uova rare, portale con te e fuggi in barca. <style=Hint_BgD>Le Uova consegnate durante la partita sono condivise con tutta la squadra: un'estrazione riuscita te le farà ottenere</style>!
·   Attenzione: se vai KO, perderai tutto ciò che hai nello zaino e tutto l'equipaggiamento!
·   Gli attributi degli Aniimo schierati sono leggermente modificati!
·   La quantità e la qualità delle Uova e delle provviste ottenute sono aumentate!"
1387375580,"1. What is Polaris Club?
Polaris Club is Aniimo's Pathfinder service platform. Here, you can check game news, Events, and guides, look up Aniimo info, participate in reward Events, earn points (Polaris Points), and redeem rewards.
2. What are Polaris Points used for?
Polaris Points can be used to redeem items in the points Shop.",cf331bccd23e565afd5a573d578cf0db56e55f2e3885ef80e0f8c6d14853aa32,"1. Che cos'è il Club Polaris?
Il Club Polaris è la piattaforma di servizi per Esploratori di Aniimo. Qui puoi consultare notizie sul gioco, Eventi e guide, cercare informazioni sugli Aniimo, partecipare agli Eventi con ricompense, ottenere punti (Punti Polaris) e riscattare premi.
2. A cosa servono i Punti Polaris?
I Punti Polaris possono essere usati per riscattare oggetti nel Negozio dei punti."
1387790073,A Legendary Chest stumbled upon on your travels—an unexpected gift from the journey.,5d1b6ad072cdcaae13866fa88dcf71f872e4996455cd191477ba6f3780ee7676,Un Forziere Leggendario trovato per caso durante i tuoi viaggi: un dono inaspettato dal viaggio.
1387985170,You've reached today's gathering limit. Let them grow into Bloom Clusters a little longer.,cfcff1ac7dc3d84bf431e8b9e92735c0381c753b507ec33d1cfb7d4ba488eabd,Hai raggiunto il limite di raccolta di oggi. Lascia che crescano ancora un po' in Grappoli di Fioritura.
1388427975,"Illusory Friends: {0}
Illusory Date: {1}",7588bbe7452b8101c8be165d461ba7ef8d590de9698f6594b32850a7b6369880,"Amici Illusori: {0}
Appuntamento Illusorio: {1}"
1390054184,Illusory Attack Amplifier - Tactics,121ae97063ef877bd26ad0434a7d502ad69954ff23541ab216c5c5c1022cd06e,Fantasma · Amplificatore ATT - Tattica
1390102108,"An egg containing extremely rare Prismana energy. Its shell shimmers with flowing light, and its life signs are exceptionally strong. It is guaranteed to hatch into a <style=Hint_BgL>Prismana Form</style> Aniimo, and using a Sparkling Cube on it may grant the <style=Hint_BgL>Shadow Sparkling</style> mutation.",87066f80bfc3629ebb19815d66c186ecc30a6170f72b0f190fd9bad4bfa40f74,Un uovo che racchiude rarissima energia Prismana. Una luce cangiante ne percorre il guscio e i suoi segnali vitali sono eccezionalmente intensi. Da questo uovo nascerà sicuramente un Aniimo in <style=Hint_BgL>Forma Prismana</style>; usare un Cubo Scintillante su di esso potrebbe conferirgli la mutazione <style=Hint_BgL>Scintillio d'Ombra</style>.
1392047286,"Increases movement or Sprint speed by <customRichText(calcData,buff,6001007,param0,1,%d)>% while reducing Stamina consumption by <customRichText(calcData,buff,6001007,param2,1,%d)>% for <customRichText(buffConfigData,6001007,duration)>s. Cooldown: <customRichText(calcData,buff,30100050,param0,1)>s.",727f936c28b03e52e04a6841db714ffcc3a3b2c02585f228a6bc1ac6df7280bb,"Velocità di corsa e scatto aumentata del <customRichText(calcData,buff,6001007,param0,1,%d)>%, consumo di vigore ridotto del <customRichText(calcData,buff,6001007,param2,1,%d)>%, durata: <customRichText(buffConfigData,6001007,duration)> secondi, ricarica: <customRichText(calcData,buff,30100050,param0,1)> secondi"
1393755852,"An elegant garment trimmed with owl plumes, blooming with grace in the quiet dark of night.",7020182a3732eab2ab766935c61ba08f305e26ad009ec7642ddec3a0cedc881b,"Avvolta in sontuose piume di gufo, l'eleganza sboccia nella quiete della notte."
1393813708,Obtained through the Forest of Butterfly Dreams set.,697a39a3817669b9aa4d148de1bf6c5d5d0fa59234de45c736c162710327fd36,Si ottiene tramite il set Foresta del Sogno di Farfalle.
1394543187,Illusory Advanced Lighting Chip,294433a9c6b12f6897060d6b07d741ad6a0bbecdd6ba3c250574a8b796cfeaf0,Fantasma · Chip Illuminazione Avanzato
1395655169,Frostburst Punk,73fcc79890e5f7f43a0ed7cb36cc4e57b4774a2d1195da446c3daad2abd166fc,Punk Gelido
1399338878,"Every bit of growth in Holo-Battle Sim training, carefully recorded.",b3e68c3dbbb4bd419ca93f6f146dc1eeaf3e2496be6530f8a0d29457122bee02,"Ogni piccolo progresso nell'addestramento del Simulatore Holo-Battle, registrato con cura."
1399930021,"Welcome to Polaris Club, the Pathfinder's little adventure hub! Latest news, Anii-lytics, surprise rewards—your Idyll Continent adventure assistant is ready to go!",1296268cf63c57dd94b21517fc759fd68a872e649e3578d2deaea0d65b5cd3ef,"Benvenuti al Club Polaris, il piccolo hub d'avventura degli Esploratori! Ultime notizie, Anii-lytics, ricompense a sorpresa—il tuo assistente d'avventura nell'Idyll Continent è pronto!"
1401458356,Illusory Basic Vigor Chip,e1b778e924f303c86a72f876508e00ded59dab33ed2e25a04199f9741187ce36,Fantasma · Chip Tempra Base
1403973523,Illusory Attack Amplifier - Mobility,71a8f537c3a9177a5394ec49345a608018cb9177f829f937fb86031cdbc25e93,Amplificatore d'Attacco Illusorio - Mobilità
1407576289,Not enough Arena Tickets. Head to the shop to buy more?,e089e87b3fc4c472549573d0edec260519867e2c51bb5dc7a21765fe55a1c553,Biglietti Arena insufficienti. Vuoi comprarne altri nel Negozio?
1408756870,Can be used in <style=Hint_BgL>Outpost Hatchinator</style> and <style=Hint_BgL>Home Hatchinator</style>. Residual Prismana Energy from hatching will also condense into <style=Hint_BgL>4 Prismana Shell Shards</style>.,c08e749755340a72dec22c1620ee5179e5ea3132f81f9381d245502bbda12b5a,Può essere usato nell'<style=Hint_BgL>Hatchinator dell'Avamposto</style> e nell'<style=Hint_BgL>Hatchinator della Base</style>. L'energia Prismana residua della schiusa si condenserà anche in <style=Hint_BgL>4 Frammenti Guscio Prismana</style>.
1409173596,"Seek the entrance to the Lost Sanctum among the Lost Isles. Enter the labyrinth to find rare eggs and leave by boat.<style=Hint_BgD>Eggs submitted during the match are shared by the whole team. Extract successfully to receive them</style>!
·   Warning: if you faint, you’ll forfeit everything in your backpack along with what you’ve equipped!
·   Deployed Aniimo’s attributes are slightly tuned!",a13aad1a4777468b412480310d5958fdbcfb765bd434d39f900299a03e2849ce,"Cerca l'ingresso del Santuario Perduto tra le Lost Isles. Entra nel labirinto per trovare uova rare e fuggi in barca.<style=Hint_BgD>Le uova consegnate durante la partita sono condivise da tutta la squadra. Completa l'estrazione per riceverle</style>!
·   Attenzione: se vai KO, perderai tutto ciò che hai nello zaino e tutto l'equipaggiamento!
·   Gli attributi degli Aniimo schierati sono leggermente modificati!"
1409903672,Owl’s Poise,68b8603dada6c16bb6224f393145418df1b2b1937369d5ab73437a5c00b1071a,Portamento del Gufo
